length,sp_code,genus,species,log_length,body_mass_predicted
16,9169,Xenotilapia,caudafasciata,1.204119983,1.934308985
9,9173,Xenotilapia,flavipinnis,0.954242509,1.209253346
16,9175,Xenotilapia,longispinis,1.204119983,1.93944507
11,9177,Xenotilapia,ochrogenys,1.041392685,1.449060971
12,9178,Xenotilapia,ornatipinnis,1.079181246,1.582836155
6,9188,Pomatoschistus,canestrinii,0.77815125,0.699629429
275,9194,Tor,putitora,2.439332694,4.984985508
10,9234,Ambassis,miops,1,1.485247676
38,9275,Parauchenoglanis,ngamensis,1.579783597,2.755312773
55,9281,Bagrus,degeni,1.740362689,3.192204205
63,9301,Bathybagrus,grandis,1.799340549,3.381947002
36,9302,Bathybagrus,graueri,1.556302501,2.745142264
18,9305,Chrysichthys,helicophagus,1.255272505,2.02334825
23,9322,Bathybagrus,sianenna,1.361727836,2.132063918
45,9323,Bathybagrus,stappersii,1.653212514,2.920706289
4,9343,Zaireichthys,rotundiceps,0.602059991,0.15845125
8,9346,Lophiobagrus,cyclurus,0.903089987,1.124036209
24,9355,Parauchenoglanis,monkei,1.380211242,2.268704203
9,9358,Phyllonemus,typus,0.954242509,1.128369731
10,9369,Parailia,congica,1,1.293496957
15,9372,Parailia,pellucida,1.176091259,1.758796928
21,9388,Schilbe,micropogon,1.322219295,2.172915762
20,9393,Gymnocephalus,acerina,1.301029996,2.098470331
25,9397,Schilbe,yangambianus,1.397940009,2.40112913
18,9399,Siluranodon,auritus,1.255272505,2.02133982
12,9400,Gymnocephalus,baloni,1.079181246,1.647595699
10,9402,Percarina,demidoffii,1,1.393495353
40,9405,Sander,volgensis,1.602059991,2.891876162
20,9419,Amphilius,uranoscopus,1.301029996,1.975341045
6,9464,Galaxiella,munda,0.77815125,0.671504584
5,9476,Galaxiella,nigrostriata,0.698970004,0.38996436
5,9481,Galaxiella,pusilla,0.698970004,0.470486484
9,9486,Chiloglanis,anoterus,0.954242509,1.139207987
6,9495,Chiloglanis,fasciatus,0.77815125,0.688751693
6,9507,Chiloglanis,pretoriae,0.77815125,0.678892324
36,9529,Synodontis,clarias,1.556302501,2.839419305
18,9533,Synodontis,afrofischeri,1.255272505,2.013022688
20,9534,Synodontis,alberti,1.301029996,2.146030177
28,9537,Synodontis,ansorgii,1.447158031,2.568762737
8,9538,Anaecypris,hispanica,0.903089987,1.063484923
15,9544,Synodontis,brichardi,1.176091259,1.802102968
30,9559,Synodontis,euptera,1.477121255,2.683315709
34,9563,Synodontis,frontosa,1.531478917,2.811282777
20,9576,Synodontis,leopardina,1.301029996,2.153074165
17,9583,Synodontis,macrostigma,1.230448921,1.992075529
40,9585,Luciobarbus,comizo,1.602059991,2.915217088
41,9590,Luciobarbus,guiraonis,1.612783857,2.87818362
30,9591,Barbus,haasi,1.477121255,2.58321383
40,9592,Luciobarbus,microcephalus,1.602059991,2.964388918
28,9596,Synodontis,multipunctata,1.447158031,2.509262186
15,9597,Synodontis,nebulosa,1.176091259,1.772717225
35,9614,Synodontis,resupinata,1.544068044,2.935238279
30,9628,Barbus,prespensis,1.477121255,2.526567732
35,9638,Synodontis,victoriae,1.544068044,2.726564679
20,9642,Synodontis,woosnami,1.301029996,2.179123868
6,9672,Aplocheilichthys,myaposae,0.77815125,0.742534385
6,9736,Fundulopanchax,filamentosus,0.77815125,0.779761904
242,9763,Acipenser,persicus,2.383815366,4.758553896
40,9766,Pseudochondrostoma,willkommii,1.602059991,2.885948196
8,9772,Callopanchax,occidentalis,0.903089987,1.121699451
25,9811,Squalius,carolitertii,1.397940009,2.331599968
6,9858,Nothobranchius,jubbi,0.77815125,0.894931229
8,9862,Nothobranchius,melanospilus,0.903089987,1.186869596
6,9876,Nothobranchius,virgatus,0.77815125,0.921802381
80,9898,Lates,mariae,1.903089987,3.684383434
12,9924,Pseudobarbus,asper,1.079181246,1.557022158
12,9928,Pelasgus,stymphalicus,1.079181246,1.629060877
12,9940,Iberochondrostoma,lemmingii,1.079181246,1.499025116
13,9942,Cotylopus,acutipinnis,1.113943352,1.485269886
32,9951,Vimba,melanops,1.505149978,2.676926127
10,9960,Cobitis,paludica,1,1.215096052
15,9984,Porogobius,schlegelii,1.176091259,1.770083084
13,9994,Sicyopterus,lagocephalus,1.113943352,1.525800212
18,9997,Stenogobius,genivittatus,1.255272505,1.944663959
12,10008,Dormitator,lebretonis,1.079181246,1.591155506
8,10016,Hypseleotris,cyprinoides,0.903089987,1.166432732
34,10023,Ophiocara,porocephala,1.531478917,2.768936023
14,10028,Ctenopoma,multispine,1.146128036,1.779327056
6,10040,Microctenopoma,intermedium,0.77815125,0.878181641
7,10043,Ctenopoma,muriei,0.84509804,1.122519235
14,10050,Ctenopoma,petherici,1.146128036,1.916390446
20,10054,Sandelia,capensis,1.301029996,2.260138401
40,10060,Mastacembelus,frenatus,1.602059991,2.505704269
44,10063,Mastacembelus,moorii,1.643452676,2.570435365
40,10124,Xenentodon,cancila,1.602059991,2.488281808
8,10130,Parambassis,ranga,0.903089987,1.390482892
11,10132,Chanda,nama,1.041392685,1.607663892
90,10140,Mastacembelus,armatus,1.954242509,3.505936326
16,10142,Margariscus,margarita,1.204119983,1.862141053
18,10147,Macrognathus,pancalus,1.255272505,1.812371532
61,10148,Clupisoma,garua,1.785329835,3.350916079
32,10173,Platygobio,gracilis,1.505149978,2.624230387
185,10220,Netuma,thalassina,2.267171728,4.578725214
240,10243,Wallago,attu,2.380211242,4.814938026
20,10258,Chaca,chaca,1.301029996,2.04524823
20,10260,Nandus,nandus,1.301029996,2.286205077
180,10311,Maccullochella,peelii,2.255272505,4.655819059
76,10312,Macquaria,ambigua,1.880813592,3.741315002
25,10313,Cyclocheilichthys,apogon,1.397940009,2.523503086
180,10314,Wallago,leerii,2.255272505,4.573209001
20,10318,Pristolepis,fasciata,1.301029996,2.379705882
15,10320,Bostockia,porosa,1.176091259,1.861942166
15,10353,Gobiomorphus,cotidianus,1.176091259,1.733689918
17,10364,Rasbora,caudimaculata,1.230448921,1.963863416
6,10368,Brevibora,dorsiocellata,0.77815125,0.857219324
12,10370,Rasbora,dusonensis,1.079181246,1.536768906
9,10371,Rasbora,einthovenii,0.954242509,1.32800145
7,10373,Trigonopoma,pauciperforatum,0.84509804,0.987724855
6,10380,Rasbora,hobelmani,0.77815125,0.869024969
8,10389,Yunnanilus,nigromaculatus,0.903089987,1.076806794
26,10395,Diplomystes,nahuelbutaensis,1.414973348,2.400060266
48,10401,Cinetodus,froggatti,1.681241237,3.091339003
12,10412,Trichomycterus,areolatus,1.079181246,1.392704983
12,10428,Galaxias,rostratus,1.079181246,1.363437347
25,10431,Pseudochondrostoma,polylepis,1.397940009,2.382736868
91,10433,Labeo,fimbriatus,1.959041392,3.910961257
8,10436,Paragalaxias,mesotes,0.903089987,1.045125289
27,10459,Orestias,cuvieri,1.431363764,2.53720754
8,10492,Melanotaenia,exquisita,0.903089987,1.193176578
8,10493,Melanotaenia,gracilis,0.903089987,1.198478822
64,10545,Macrognathus,aral,1.806179974,3.190516854
8,10550,Ambassis,agassizii,0.903089987,1.249735983
8,10565,Nannoperca,obscura,0.903089987,1.204289439
46,10566,Macquaria,australasica,1.662757832,3.233666758
9,10567,Nannatherina,balstoni,0.954242509,1.269921148
8,10586,Nannoperca,oxleyana,0.903089987,1.23168562
10,10596,Percilia,irwini,1,1.414383619
14,10597,Hannia,greenwayi,1.146128036,1.851350563
42,10600,Hephaestus,epirrhinos,1.62324929,3.100591141
10,10607,Pingalla,gilberti,1,1.450152354
15,10611,Pingalla,midgleyi,1.176091259,1.953847744
6,10618,Aphyocharax,anisitsi,0.77815125,0.805199991
24,10622,Chalceus,macrolepidotus,1.380211242,2.373648635
15,10626,Syncomistes,rastellus,1.176091259,1.946169604
8,10629,Ctenobrycon,spilurus,0.903089987,1.346186082
3,10642,Hemigrammus,erythrozonus,0.477121255,0.145759615
4,10645,Hemigrammus,ocellifer,0.602059991,0.52244137
3,10649,Hemigrammus,pulcher,0.477121255,0.289564774
6,10651,Hyphessobrycon,erythrostigma,0.77815125,1.008697869
2,10652,Hyphessobrycon,flammeus,0.301029996,-0.242669522
3,10654,Hyphessobrycon,herbertaxelrodi,0.477121255,0.138097117
3,10655,Hyphessobrycon,heterorhabdus,0.477121255,0.186610517
4,10656,Hyphessobrycon,pulchripinnis,0.602059991,0.479733972
4,10657,Hyphessobrycon,scholzei,0.602059991,0.497457694
4,10658,Hyphessobrycon,megalopterus,0.602059991,0.539902934
3,10659,Hyphessobrycon,sweglesi,0.477121255,0.21314671
6,10664,Moenkhausia,pittieri,0.77815125,0.948264576
7,10674,Moenkhausia,sanctaefilomenae,0.84509804,1.142884475
4,10683,Nematobrycon,palmeri,0.602059991,0.51849177
2,10691,Paracheirodon,innesi,0.301029996,-0.314844693
9,10693,Brachychalcinus,orbicularis,0.954242509,1.625605178
4,10695,Petitella,georgiae,0.602059991,0.388348263
4,10697,Pristella,maxillaris,0.602059991,0.516406673
14,10714,Mogurnda,adspersa,1.146128036,1.771955781
3,10716,Thayeria,boehlkei,0.477121255,0.101750402
4,10725,Gasteropelecus,sternicla,0.602059991,0.605061003
33,10732,Euristhmus,nudiceps,1.51851394,2.313187163
3,10733,Carnegiella,marthae,0.477121255,0.328476663
3,10736,Carnegiella,strigata,0.477121255,0.304499982
8,10737,Copeina,guttata,0.903089987,1.108420986
3,10741,Copella,arnoldi,0.477121255,-0.047065759
6,10750,Nannostomus,beckfordi,0.77815125,0.756082647
5,10754,Nannostomus,eques,0.698970004,0.564579851
4,10756,Nannostomus,espei,0.602059991,0.332589437
3,10758,Nannostomus,trifasciatus,0.477121255,0.010521995
4,10761,Nannostomus,unifasciatus,0.602059991,0.241215785
8,10765,Pyrrhulina,laeta,0.903089987,1.116730441
16,10766,Anostomus,anostomus,1.204119983,1.843658729
14,10768,Abramites,hypselonotus,1.146128036,1.853837284
8,10779,Chilodus,punctatus,0.903089987,1.260105649
76,10787,Distichodus,sexfasciatus,1.880813592,3.838637077
15,10796,Puntius,chola,1.176091259,1.947039486
6,10802,Barbus,fasciolatus,0.77815125,0.863249788
18,10809,Puntius,lateristriga,1.255272505,2.163239118
8,10816,Puntius,phutunio,0.903089987,1.320822484
6,10824,Danio,albolineatus,0.77815125,0.817990994
15,10829,Devario,aequipinnatus,1.176091259,1.913228464
10,10831,Devario,devario,1,1.464844483
16,10832,Epalzeorhynchos,kalopterus,1.204119983,1.822258427
6,10834,Rasbora,borapetensis,0.77815125,0.814269949
12,10835,Epalzeorhynchos,bicolor,1.079181246,1.5978349
5,10881,Trigonostigma,heteromorpha,0.698970004,0.750568642
21,10892,Syncrossus,hymenophysa,1.322219295,2.169058145
30,10897,Chromobotia,macracanthus,1.477121255,2.741076976
25,10907,Yasuhikotakia,modesta,1.397940009,2.475989036
6,10910,Yasuhikotakia,sidthimunki,0.77815125,0.833794047
60,10915,Gymnotus,carapo,1.77815125,3.116799904
26,10919,Marcusenius,victoriae,1.414973348,2.455057712
15,10920,Kryptopterus,bicirrhis,1.176091259,1.799132028
16,10922,Callichthys,callichthys,1.204119983,1.825762318
5,10923,Corydoras,julii,0.698970004,0.783627389
5,10924,Corydoras,melanistius,0.698970004,0.829652969
6,10926,Corydoras,paleatus,0.77815125,0.968933414
6,10927,Corydoras,reticulatus,0.77815125,1.009785485
7,10951,Austrolebias,nigripinnis,0.84509804,1.056776135
100,10959,Mormyrus,caschive,2,3.916111216
12,10972,Pterolebias,longipinnis,1.079181246,1.575830221
8,11015,Monocirrhus,polyacanthus,0.903089987,1.390874019
8,11016,Badis,badis,0.903089987,1.229013307
8,11050,Galaxias,zebratus,0.903089987,0.97914002
6,11133,Polycentrus,schomburgkii,0.77815125,1.052589159
7,11134,Hemigrammopetersius,barnardi,0.84509804,0.969720889
7,11136,Cleithracara,maronii,0.84509804,1.229772779
4,11138,Apistogramma,borellii,0.602059991,0.457549364
8,11140,Mesonauta,festivus,0.903089987,1.403078384
18,11159,Crenicichla,lepidota,1.255272505,2.086419874
6,11180,Nannacara,anomala,0.77815125,0.95970019
14,11185,Symphysodon,aequifasciatus,1.146128036,2.186429816
12,11186,Symphysodon,discus,1.079181246,2.024865553
25,11187,Uaru,amphiacanthoides,1.397940009,2.750683806
60,11190,Distichodus,fasciolatus,1.77815125,3.527419226
57,11197,Distichodus,mossambicus,1.755874856,3.432093602
14,11206,Eugnathichthys,macroterolepis,1.146128036,1.710862041
8,11228,Pseudosphromenus,cupanus,0.903089987,1.22528049
6,11235,Sphaerichthys,osphromenoides,0.77815125,1.11340986
4,11255,Neolebias,trewavasae,0.602059991,0.399113967
17,11270,Tetraodon,fluviatilis,1.230448921,2.125186248
61,11272,Acapoeta,tanganicae,1.785329835,3.422291832
18,11276,Barbus,afrohamiltoni,1.255272505,2.103251104
6,11277,Barbus,afrovernayi,0.77815125,0.847374167
90,11282,Barbus,altianalis,1.954242509,3.856166198
28,11284,Pterygoplichthys,punctatus,1.447158031,2.478130631
6,11294,Barbus,apleurogramma,0.77815125,0.84016379
20,11296,Barbus,argenteus,1.301029996,2.130099697
7,11298,Dermogenys,pusilla,0.84509804,0.789615587
7,11302,Barbus,barnardi,0.84509804,0.910912947
10,11307,Melanotaenia,nigrans,1,1.423740243
82,11320,Barbus,bynni,1.913813852,3.781281638
10,11321,Yasuhikotakia,morleti,1,1.489728901
17,11323,Pimelodella,gracilis,1.230448921,1.852701622
5,11332,Macrotocinclus,affinis,0.698970004,0.645938601
14,11351,Barbus,eutaenia,1.146128036,1.819052255
12,11365,Barbus,holotaenia,1.079181246,1.664141606
9,11379,Barbus,kerstenii,0.954242509,1.295988261
47,11403,Labeobarbus,marequensis,1.672097858,3.127010785
40,11408,Barbus,mattozi,1.602059991,2.969479525
12,11430,Barbus,neumayeri,1.079181246,1.636215125
11,11448,Barbus,poechii,1.041392685,1.56134304
6,11460,Barbus,profundus,0.77815125,0.848735479
5,11491,Barbus,thamalakanensis,0.698970004,0.600386632
14,11500,Barbus,unitaeniatus,1.146128036,1.784356781
7,11506,Barbus,viviparus,0.84509804,0.996363783
4,11517,Coptostomabarbus,wittei,0.602059991,0.344516161
36,11542,Labeo,forskalii,1.556302501,2.779089854
41,11588,Labeo,victorianus,1.612783857,2.932714637
15,11609,Opsaridium,zambezense,1.176091259,1.802341909
62,11740,Netuma,bilineata,1.792391689,3.372406928
10,11764,Tetraroge,barbata,1,1.520757917
41,11773,Doryichthys,boaja,1.612783857,2.347911285
8,11783,Ambassis,buruensis,0.903089987,1.260436583
14,11794,Eleotris,acanthopoma,1.146128036,1.697657836
15,11799,Awaous,grammepomus,1.176091259,1.778404778
15,11807,Doryichthys,martensii,1.176091259,1.202090646
15,11808,Ichthyocampus,carce,1.176091259,1.322009925
6,11816,Pseudogobius,javanicus,0.77815125,0.71828322
4,11818,Redigobius,bikolanus,0.602059991,0.405885745
8,11819,Mesobola,brevianalis,0.903089987,1.012224798
7,11867,Barbus,bifrenatus,0.84509804,0.978649157
14,11874,Brycinus,lateralis,1.146128036,1.7850425
120,11878,Anguilla,dieffenbachii,2.079181246,3.78967919
7,11888,Cyphocharax,saladensis,0.84509804,1.133372719
37,11894,Prochilodus,nigricans,1.568201724,2.970146453
24,11898,Semaprochilodus,taeniurus,1.380211242,2.460240323
6,11903,Gasteropelecus,maculatus,0.77815125,1.125569751
8,11904,Profundulus,hildebrandi,0.903089987,1.111983084
13,11907,Hemiodus,quadrimaculatus,1.113943352,1.670405222
3,11914,Nannostomus,bifasciatus,0.477121255,-0.030814193
15,11936,Catoprion,mento,1.176091259,2.165810382
18,11940,Metynnis,maculatus,1.255272505,2.352336866
20,11943,Myleus,pacu,1.301029996,2.442012651
39,11944,Myloplus,rubripinnis,1.591064607,3.240898486
7,11961,Phallichthys,amates,0.84509804,1.103233846
30,11964,Serrasalmus,elongatus,1.477121255,2.74376614
42,11970,Serrasalmus,rhombeus,1.62324929,3.190101949
21,11973,Serrasalmus,spilopleura,1.322219295,2.508745979
30,11978,Bagrichthys,macropterus,1.477121255,2.570537148
15,11987,Pseudomystus,siamensis,1.176091259,1.803966946
20,11990,Mystus,nigriceps,1.301029996,2.113562091
10,11991,Kryptopterus,macrocephalus,1,1.336876833
130,12000,Pangasius,larnaudii,2.113943352,4.272007965
100,12001,Pseudolais,micronemus,2,3.904448988
183,12003,Silonia,silondia,2.26245109,4.572632793
200,12006,Bagarius,bagarius,2.301029996,4.613787632
36,12011,Pseudaphritis,urvillii,1.556302501,2.661127986
20,12013,Chaca,bankanensis,1.301029996,2.033606107
25,12019,Neogobius,melanostomus,1.397940009,2.383937307
12,12020,Proterorhinus,marmoratus,1.079181246,1.500121775
100,12026,Mastacembelus,erythrotaenia,2,3.517600459
25,12058,Pachypops,fourcroi,1.397940009,2.417255087
20,12059,Plagioscion,auratus,1.301029996,2.215224552
300,12060,Catlocarpio,siamensis,2.477121255,5.318814343
15,12063,Crossocheilus,oblongus,1.176091259,1.763195932
15,12069,Epalzeorhynchos,frenatum,1.176091259,1.808597988
15,12073,Romanogobio,uranoscopus,1.176091259,1.693412629
70,12081,Plagioscion,surinamensis,1.84509804,3.595740769
4,12082,Trichopsis,pumila,0.602059991,0.461979673
60,12090,Neoarius,leptaspis,1.77815125,3.418578861
47,12094,Neosilurus,ater,1.672097858,2.998044481
20,12095,Neosilurus,brevidorsalis,1.301029996,2.045360466
90,12101,Tandanus,tandanus,1.954242509,3.751111056
90,12102,Labeo,chrysophekadion,1.954242509,3.95407314
24,12107,Platydoras,costatus,1.380211242,2.269119481
100,12108,Oxydoras,niger,2,3.966513897
70,12109,Pterodoras,granulosus,1.84509804,3.523597935
60,12114,Brachyplatystoma,juruense,1.77815125,3.327563317
40,12115,Calophysus,macropterus,1.602059991,2.804311157
100,12116,Brachyplatystoma,platynemum,2,3.754372821
120,12125,Neolissochilus,hexagonolepis,2.079181246,4.150699731
40,12129,Percichthys,trucha,1.602059991,2.99030089
60,12138,Barbodes,carnaticus,1.77815125,3.422484612
53,12144,Sorubim,lima,1.72427587,3.040956481
150,12145,Sorubimichthys,planiceps,2.176091259,4.136354612
11,12152,Bunocephalus,coracoideus,1.041392685,1.26927065
6,12154,Brochis,splendens,0.77815125,0.982294728
5,12170,Puntius,vittatus,0.698970004,0.728288134
5,12195,Corydoras,rabauti,0.698970004,0.778715763
4,12200,Rasbora,paucisqualis,0.602059991,0.389215814
25,12208,Paraneetroplus,maculicauda,1.397940009,2.629102656
4,12211,Boraras,urophthalmoides,0.602059991,0.343936025
50,12219,Pterygoplichthys,gibbiceps,1.698970004,3.103793207
50,12220,Apteronotus,albifrons,1.698970004,3.053100717
140,12224,Sternopygus,macrurus,2.146128036,4.069210694
100,12231,Tor,tambroides,2,3.945225138
40,12232,Bidyanus,bidyanus,1.602059991,3.052997916
10,12238,Salangichthys,microdon,1,1.015415547
16,12239,Salanx,chinensis,1.204119983,1.493179291
25,12242,Syncrossus,beauforti,1.397940009,2.349900795
9,12243,Retropinna,retropinna,0.954242509,1.08302123
10,12249,Galaxias,paucispondylus,1,1.113005607
15,12251,Yasuhikotakia,lecontei,1.176091259,1.782237869
11,12256,Acanthocobitis,botia,1.041392685,1.364492087
13,12258,Acarichthys,heckelii,1.113943352,1.782416982
15,12260,Acaronia,nassa,1.176091259,2.023704904
12,12267,Krobia,itanyi,1.079181246,1.768008596
14,12268,Nemacheilus,masyai,1.146128036,1.569358926
25,12278,Aequidens,tetramerus,1.397940009,2.60604985
28,12298,Gyrinocheilus,aymonieri,1.447158031,2.404424624
25,12308,Cichlasoma,festae,1.397940009,2.597472524
20,12312,Crenicichla,saxatilis,1.301029996,2.134340199
17,12315,Archocentrus,multispinosus,1.230448921,2.237993657
20,12321,Hypsophrys,nicaraguensis,1.301029996,2.280747035
35,12322,Paraneetroplus,synspilus,1.544068044,2.994726896
15,12323,Hypselecara,temporalis,1.176091259,2.115037189
40,12330,Leporinus,friderici,1.602059991,2.998302009
20,12331,Leporinus,maculatus,1.301029996,2.148957379
12,12334,Pseudanos,trimaculatus,1.079181246,1.599792951
7,12335,Characidium,fasciatum,0.84509804,0.831323831
37,12336,Acestrorhynchus,microlepis,1.568201724,2.706207123
12,12343,Bryconops,affinis,1.079181246,1.602329659
13,12344,Bryconops,caudomaculatus,1.113943352,1.652480129
12,12346,Charax,gibbosus,1.079181246,1.722105095
6,12352,Crenuchus,spilurus,0.77815125,0.921076178
5,12371,Hemigrammus,unilineatus,0.698970004,0.805381713
20,12372,Geophagus,steindachneri,1.301029996,2.310364419
12,12373,Brycon,pesu,1.079181246,1.645210586
100,12391,Moenkhausia,oligolepis,2,4.111542303
24,12402,Triportheus,elongatus,1.380211242,2.354927239
26,12404,Boulengerella,lateristriga,1.414973348,2.154486749
32,12405,Boulengerella,maculata,1.505149978,2.356067985
42,12406,Boulengerella,lucius,1.62324929,2.764425765
23,12407,Ctenolucius,hujeta,1.361727836,2.110112995
7,12525,Helogenes,marmoratus,0.84509804,0.93353029
60,12548,Coregonus,ussuriensis,1.77815125,3.35996609
60,12549,Coregonus,chadary,1.77815125,3.362768877
25,12617,Hippopotamyrus,grahami,1.397940009,2.50164912
20,12623,Galaxias,truttaceus,1.301029996,2.099421322
25,12803,Periophthalmus,barbarus,1.397940009,2.317504619
40,12823,Myxus,elongatus,1.602059991,2.835844933
24,12857,Oligosarcus,hepsetus,1.380211242,2.347389977
60,12914,Schilbe,intermedius,1.77815125,3.330290463
50,12938,Aldrichetta,forsteri,1.698970004,3.140966714
16,12976,Triportheus,angulatus,1.204119983,2.027109376
25,12977,Mylossoma,duriventre,1.397940009,2.791072917
15,12985,Hyporhamphus,intermedius,1.176091259,1.539712374
62,13056,Prochilodus,lineatus,1.792391689,3.520879293
20,13103,Batrochoglanis,raninus,1.301029996,2.034838537
75,13121,Neoarius,coatesi,1.875061263,3.57075441
40,13123,Acestrorhynchus,falcirostris,1.602059991,2.786678683
55,13127,Neoarius,utarus,1.740362689,3.223248095
120,13163,Hypselobarbus,curmuca,2.079181246,4.109222326
90,13166,Hypselobarbus,micropogon,1.954242509,3.857529024
30,13168,Bangana,ariza,1.477121255,2.571295626
90,13176,Labeo,pangusia,1.954242509,3.779454784
60,13184,Neolissochilus,stracheyi,1.77815125,3.375133517
25,13193,Puntius,dorsalis,1.397940009,2.450716103
46,13195,Puntius,jerdoni,1.662757832,3.129204358
42,13197,Puntius,sarana,1.62324929,3.070309465
50,13216,Tor,khudree,1.698970004,3.212447985
30,13233,Raiamas,guttatus,1.477121255,2.575653994
50,13244,Schizothorax,progastus,1.698970004,3.142526394
18,13248,Triportheus,rotundatus,1.255272505,2.138358899
19,13251,Curimata,vittata,1.278753601,2.129279818
29,13254,Laemolyta,taeniata,1.462397998,2.479572251
100,13262,Leiarius,marmoratus,2,3.850192975
70,13270,Cichla,monoculus,1.84509804,3.587108068
9,13272,Mesonauta,insignis,0.954242509,1.519030529
22,13280,Trachelyopterus,galeatus,1.342422681,2.314887521
45,13296,Horabagrus,brachysoma,1.653212514,3.001621835
18,13298,Mystus,keletius,1.255272505,1.985011553
15,13309,Mystus,montanus,1.176091259,1.803707196
40,13347,Eutropiichthys,vacha,1.602059991,2.897490049
42,13350,Proeutropiichthys,taakree,1.62324929,2.842491458
48,13352,Silonia,childreni,1.681241237,3.10771813
24,13367,Glyptosternon,reticulatum,1.380211242,2.076344518
25,13396,Clarias,dussumieri,1.397940009,2.226767654
35,13480,Ariopsis,seemanni,1.544068044,2.727432527
28,13491,Cathorops,fuerthii,1.447158031,2.526868281
8,13619,Amblypharyngodon,melettinus,0.903089987,1.117441776
13,13626,Esomus,thermoicos,1.113943352,1.593384148
50,13631,Labeo,dussumieri,1.698970004,3.15831024
7,13635,Puntius,bimaculatus,0.84509804,1.050384805
8,13639,Lepidocephalichthys,thermalis,0.903089987,0.970978058
120,14112,Pangasius,bocourti,2.079181246,4.115298676
120,14126,Pangasius,conchophilus,2.079181246,4.079190197
130,14154,Pangasianodon,hypophthalmus,2.113943352,4.247662124
120,14181,Pangasius,krempfi,2.079181246,4.080892079
30,14194,Pangasius,macronema,1.477121255,2.498344107
35,14211,Pseudolais,pleurotaenia,1.544068044,2.726702672
70,14226,Helicophagus,waandersii,1.84509804,3.499337532
9,14249,Padogobius,bonelli,0.954242509,1.19221004
8,14287,Paragalaxias,dissimilis,0.903089987,0.996312719
45,14376,Liza,argentea,1.653212514,3.032961897
22,14480,Bostrychus,sinensis,1.342422681,2.177490572
74,14495,Cyclocheilichthys,enoplus,1.86923172,3.627329617
60,14499,Phalacronotus,bleekeri,1.77815125,3.281790204
5,14505,Knipowitschia,caucasica,0.698970004,0.466142919
45,14506,Datnioides,microlepis,1.653212514,3.239397224
28,14508,Polynemus,multifilis,1.447158031,2.49649626
35,14512,Puntioplites,bulu,1.544068044,2.965913787
60,14601,Acanthopagrus,butcheri,1.77815125,3.55066556
20,14614,Polynemus,dubius,1.301029996,2.097363716
30,14698,Datnioides,polota,1.477121255,2.759448337
18,14863,Glossamia,aprion,1.255272505,2.184000784
30,14923,Amniataba,caudavittata,1.477121255,2.739657065
18,14925,Amniataba,percoides,1.255272505,2.171031725
8,15124,Ambassis,agrammus,0.903089987,1.272377367
9,15128,Ambassis,macleayi,0.954242509,1.535891945
4,15137,Denariusa,australis,0.602059991,0.49952293
24,15140,Parambassis,gulliveri,1.380211242,2.559078911
100,15224,Boesemania,microlepis,2,3.945683552
35,15263,Johnius,borneensis,1.544068044,2.843505457
18,15775,Salmostoma,bacaila,1.255272505,1.940756789
8,15783,Gymnogobius,castaneus,0.903089987,1.014359501
8,15825,Rhinogobius,giurinus,0.903089987,1.065454116
14,15872,Gymnogobius,urotaenia,1.146128036,1.663359912
14,15886,Tridentiger,obscurus,1.146128036,1.715117562
71,16107,Hemibagrus,wyckii,1.851258349,3.499466544
26,16110,Luciosoma,setigerum,1.414973348,2.303305748
20,16116,Mystacoleucus,marginatus,1.301029996,2.233606386
23,16120,Cyclocheilichthys,armatus,1.361727836,2.411726063
28,16123,Cyclocheilichthys,repasson,1.447158031,2.624411813
60,16124,Osteochilus,melanopleurus,1.77815125,3.542819648
40,16131,Osteochilus,schlegelii,1.602059991,3.075233936
44,16136,Ceratoglanis,scleronema,1.643452676,2.87279951
40,16137,Channa,lucius,1.602059991,2.789288952
130,16143,Phalacronotus,apogon,2.113943352,4.206285071
35,16144,Mystus,albolineatus,1.544068044,2.815594102
24,16151,Mystus,bocourti,1.380211242,2.343921451
25,16161,Bagrichthys,macracanthus,1.397940009,2.405696419
12,16165,Mystus,rhegma,1.079181246,1.504237839
15,16169,Paralaubuca,barroni,1.176091259,1.859543299
30,16172,Mystus,singaringan,1.477121255,2.595290152
18,16173,Paralaubuca,riveroi,1.255272505,2.004536589
8,16176,Esomus,metallicus,0.903089987,1.120079389
35,16178,Hampala,dispar,1.544068044,2.80535694
30,16203,Puntioplites,proctozystron,1.477121255,2.842884378
25,16209,Thynnichthys,thynnoides,1.397940009,2.484734397
45,16215,Mekongina,erythrospila,1.653212514,3.060088981
12,16223,Pangio,anguillaris,1.079181246,1.074250358
20,16235,Parambassis,wolffii,1.301029996,2.331254596
130,16239,Aaptosyax,grypus,2.113943352,4.158352937
7,16261,Benthophiloides,brauneri,0.84509804,0.934642601
14,16265,Benthophilus,stellatus,1.146128036,1.690874258
4,16269,Caspiosoma,caspium,0.602059991,0.211740247
16,16309,Babka,gymnotrachelus,1.204119983,1.801152585
30,17361,Albulichthys,albuloides,1.477121255,2.574419684
15,17376,Crossocheilus,cobitis,1.176091259,1.772571589
40,17427,Neobarynotus,microlepis,1.602059991,2.950850664
23,17435,Osteochilus,enneaporos,1.361727836,2.402139818
24,17441,Osteochilus,microcephalus,1.380211242,2.444177473
20,17448,Osteochilus,waandersii,1.301029996,2.188393369
